transaction_id,user_id,amount,transaction_type,merchant_category,country,hour,device_risk_score,ip_risk_score,is_fraud,amount_bucket,fraud_label,combined_risk_score,risk_tier
7664,695,116.07,POS,Clothing,TR,18,0.21,0.10,0,100-499,Not Fraud,0.15,Low Risk
6764,898,75.68,QR,Travel,UK,20,0.10,0.28,0,<100,Not Fraud,0.19,Low Risk
3875,812,119.29,POS,Travel,UK,22,0.27,0.16,0,100-499,Not Fraud,0.21,Low Risk
6025,75,77.20,ATM,Food,FR,9,0.08,0.25,0,<100,Not Fraud,0.17,Low Risk
4481,892,79.79,POS,Grocery,DE,17,0.27,0.06,0,<100,Not Fraud,0.17,Low Risk
6987,282,150.05,QR,Clothing,TR,21,0.13,0.27,0,100-499,Not Fraud,0.2,Low Risk
805,46,1.00,POS,Travel,DE,22,0.17,0.23,0,<100,Not Fraud,0.2,Low Risk
3603,411,78.24,POS,Electronics,TR,13,0.16,0.23,0,<100,Not Fraud,0.19,Low Risk
5411,760,119.19,POS,Electronics,UK,17,0.00,0.11,0,100-499,Not Fraud,0.05,Low Risk
3020,970,78.95,ATM,Electronics,FR,15,0.21,0.26,0,<100,Not Fraud,0.24,Low Risk
2679,556,1.00,ATM,Travel,US,13,0.09,0.02,0,<100,Not Fraud,0.05,Low Risk
4388,797,67.90,QR,Grocery,DE,18,0.19,0.15,0,<100,Not Fraud,0.17,Low Risk
166,74,150.67,QR,Clothing,US,11,0.20,0.12,0,100-499,Not Fraud,0.16,Low Risk
1343,38,65.29,QR,Travel,US,13,0.16,0.22,0,<100,Not Fraud,0.19,Low Risk
6863,883,131.86,POS,Food,FR,9,0.02,0.03,0,100-499,Not Fraud,0.02,Low Risk
5900,373,55.16,Online,Grocery,US,9,0.10,0.30,0,<100,Not Fraud,0.2,Low Risk
9070,82,109.23,QR,Grocery,UK,18,0.00,0.24,0,100-499,Not Fraud,0.12,Low Risk
7920,853,234.77,QR,Travel,TR,21,0.18,0.20,0,100-499,Not Fraud,0.19,Low Risk
2710,633,76.28,ATM,Electronics,US,21,0.09,0.24,0,<100,Not Fraud,0.17,Low Risk
7896,332,116.20,QR,Grocery,UK,11,0.08,0.06,0,100-499,Not Fraud,0.07,Low Risk
4329,831,199.30,QR,Grocery,UK,23,0.11,0.17,0,100-499,Not Fraud,0.14,Low Risk
1166,784,104.84,POS,Food,US,13,0.14,0.08,0,100-499,Not Fraud,0.11,Low Risk
7530,129,114.57,Online,Travel,DE,6,0.16,0.16,0,100-499,Not Fraud,0.16,Low Risk
9729,135,941.17,POS,Food,US,19,0.95,0.99,1,500-999,Fraud,0.97,High Risk
1597,540,127.00,QR,Food,UK,9,0.16,0.22,0,100-499,Not Fraud,0.19,Low Risk
4706,72,123.27,Online,Clothing,DE,20,0.14,0.20,0,100-499,Not Fraud,0.17,Low Risk
2568,848,27.11,POS,Grocery,DE,15,0.02,0.23,0,<100,Not Fraud,0.12,Low Risk
255,303,126.73,Online,Electronics,FR,22,0.09,0.04,0,100-499,Not Fraud,0.07,Low Risk
6688,28,1.00,ATM,Grocery,UK,22,0.27,0.27,0,<100,Not Fraud,0.27,Low Risk
125,725,135.39,POS,Grocery,TR,14,0.24,0.13,0,100-499,Not Fraud,0.19,Low Risk
2980,162,146.88,ATM,Electronics,US,22,0.01,0.11,0,100-499,Not Fraud,0.06,Low Risk
882,574,44.10,QR,Grocery,FR,23,0.27,0.21,0,<100,Not Fraud,0.24,Low Risk
4303,596,104.67,ATM,Food,DE,7,0.19,0.09,0,100-499,Not Fraud,0.14,Low Risk
7065,432,113.87,POS,Travel,DE,10,0.14,0.20,0,100-499,Not Fraud,0.17,Low Risk
4545,210,66.28,QR,Travel,FR,22,0.15,0.25,0,<100,Not Fraud,0.2,Low Risk
6156,598,183.95,POS,Food,US,9,0.23,0.06,0,100-499,Not Fraud,0.15,Low Risk
2997,784,143.15,ATM,Grocery,TR,13,0.17,0.02,0,100-499,Not Fraud,0.1,Low Risk
8790,868,53.70,Online,Travel,DE,19,0.21,0.06,0,<100,Not Fraud,0.13,Low Risk
5483,126,122.23,POS,Food,TR,21,0.12,0.11,0,100-499,Not Fraud,0.11,Low Risk
4415,762,146.58,POS,Grocery,US,15,0.24,0.00,0,100-499,Not Fraud,0.12,Low Risk
2435,377,101.21,QR,Food,UK,16,0.07,0.21,0,100-499,Not Fraud,0.14,Low Risk
5537,508,81.66,QR,Travel,UK,15,0.19,0.20,0,<100,Not Fraud,0.2,Low Risk
9215,220,10.39,QR,Electronics,US,22,0.20,0.11,0,<100,Not Fraud,0.15,Low Risk
2039,919,1.00,QR,Travel,DE,7,0.07,0.28,0,<100,Not Fraud,0.17,Low Risk
6101,796,30.50,ATM,Food,FR,7,0.07,0.10,0,<100,Not Fraud,0.08,Low Risk
3862,339,102.02,Online,Electronics,DE,13,0.11,0.18,0,100-499,Not Fraud,0.14,Low Risk
2308,232,78.75,Online,Travel,TR,14,0.25,0.18,0,<100,Not Fraud,0.22,Low Risk
5635,529,193.91,POS,Grocery,US,13,0.25,0.18,0,100-499,Not Fraud,0.22,Low Risk
4136,537,66.67,ATM,Grocery,DE,17,0.15,0.24,0,<100,Not Fraud,0.19,Low Risk
9026,573,168.42,POS,Travel,DE,14,0.07,0.30,0,100-499,Not Fraud,0.18,Low Risk
2437,984,5.49,Online,Clothing,DE,21,0.03,0.05,0,<100,Not Fraud,0.04,Low Risk
8466,841,121.69,ATM,Grocery,US,19,0.24,0.04,0,100-499,Not Fraud,0.14,Low Risk
6296,180,110.04,POS,Travel,US,11,0.16,0.09,0,100-499,Not Fraud,0.13,Low Risk
2846,899,31.50,Online,Food,DE,23,0.12,0.20,0,<100,Not Fraud,0.16,Low Risk
157,11,190.45,Online,Electronics,FR,12,0.13,0.27,0,100-499,Not Fraud,0.2,Low Risk
3133,127,180.23,POS,Travel,TR,9,0.22,0.22,0,100-499,Not Fraud,0.22,Low Risk
7506,92,131.68,ATM,Grocery,UK,7,0.14,0.21,0,100-499,Not Fraud,0.18,Low Risk
4251,883,53.30,QR,Clothing,UK,10,0.12,0.18,0,<100,Not Fraud,0.15,Low Risk
1340,5,136.21,ATM,Clothing,US,10,0.06,0.14,0,100-499,Not Fraud,0.1,Low Risk
3766,537,84.49,ATM,Travel,US,17,0.25,0.26,0,<100,Not Fraud,0.26,Low Risk
4038,486,131.37,POS,Grocery,UK,19,0.28,0.09,0,100-499,Not Fraud,0.18,Low Risk
4004,616,69.16,POS,Grocery,DE,20,0.24,0.00,0,<100,Not Fraud,0.12,Low Risk
5392,916,100.02,QR,Grocery,UK,21,0.21,0.03,0,100-499,Not Fraud,0.12,Low Risk
4095,869,48.26,QR,Clothing,UK,16,0.15,0.13,0,<100,Not Fraud,0.14,Low Risk
7616,165,148.26,ATM,Travel,US,10,0.16,0.23,0,100-499,Not Fraud,0.2,Low Risk
6940,72,43.53,ATM,Travel,UK,11,0.11,0.11,0,<100,Not Fraud,0.11,Low Risk
9362,955,95.30,ATM,Clothing,DE,10,0.03,0.15,0,<100,Not Fraud,0.09,Low Risk
3489,186,130.37,QR,Electronics,FR,7,0.24,0.29,0,100-499,Not Fraud,0.27,Low Risk
7802,791,101.24,ATM,Food,TR,21,0.08,0.13,0,100-499,Not Fraud,0.1,Low Risk
1628,527,158.10,ATM,Food,FR,12,0.27,0.12,0,100-499,Not Fraud,0.19,Low Risk
2205,473,49.59,ATM,Clothing,FR,15,0.03,0.15,0,<100,Not Fraud,0.09,Low Risk
2310,226,89.87,POS,Grocery,US,23,0.10,0.20,0,<100,Not Fraud,0.15,Low Risk
7280,366,147.73,Online,Electronics,UK,11,0.04,0.18,0,100-499,Not Fraud,0.11,Low Risk
7273,6,70.77,QR,Travel,US,6,0.20,0.27,0,<100,Not Fraud,0.23,Low Risk
1379,619,153.05,Online,Travel,TR,6,0.08,0.12,0,100-499,Not Fraud,0.1,Low Risk
8454,146,175.62,ATM,Food,UK,13,0.19,0.26,0,100-499,Not Fraud,0.22,Low Risk
869,417,44.42,POS,Grocery,UK,10,0.05,0.01,0,<100,Not Fraud,0.03,Low Risk
2674,782,134.24,POS,Food,DE,6,0.16,0.23,0,100-499,Not Fraud,0.19,Low Risk
7262,510,103.77,POS,Grocery,FR,17,0.00,0.21,0,100-499,Not Fraud,0.1,Low Risk
4862,277,84.70,POS,Travel,UK,12,0.05,0.10,0,<100,Not Fraud,0.08,Low Risk
4182,463,53.75,Online,Clothing,DE,17,0.11,0.09,0,<100,Not Fraud,0.1,Low Risk
5039,585,39.54,QR,Food,US,14,0.15,0.23,0,<100,Not Fraud,0.19,Low Risk
4805,921,111.14,POS,Food,US,14,0.25,0.05,0,100-499,Not Fraud,0.15,Low Risk
6616,424,1.00,Online,Clothing,FR,20,0.19,0.10,0,<100,Not Fraud,0.15,Low Risk
802,381,103.05,ATM,Electronics,TR,9,0.06,0.27,0,100-499,Not Fraud,0.17,Low Risk
4979,252,144.21,ATM,Grocery,DE,13,0.13,0.19,0,100-499,Not Fraud,0.16,Low Risk
5868,710,74.03,Online,Electronics,UK,20,0.21,0.24,0,<100,Not Fraud,0.22,Low Risk
5993,704,137.05,Online,Electronics,US,16,0.17,0.00,0,100-499,Not Fraud,0.09,Low Risk
9895,624,2110.38,ATM,Food,US,1,0.77,0.87,1,1000+,Fraud,0.82,High Risk
4770,829,82.23,ATM,Electronics,DE,12,0.16,0.02,0,<100,Not Fraud,0.09,Low Risk
433,979,154.66,POS,Clothing,TR,23,0.20,0.25,0,100-499,Not Fraud,0.22,Low Risk
3515,454,177.28,QR,Clothing,UK,16,0.04,0.16,0,100-499,Not Fraud,0.1,Low Risk
2091,37,87.98,ATM,Travel,DE,13,0.17,0.25,0,<100,Not Fraud,0.21,Low Risk
4460,401,180.77,QR,Grocery,UK,22,0.17,0.01,0,100-499,Not Fraud,0.09,Low Risk
3856,679,128.14,POS,Travel,TR,16,0.05,0.06,0,100-499,Not Fraud,0.06,Low Risk
3502,541,130.63,QR,Travel,UK,12,0.08,0.30,0,100-499,Not Fraud,0.19,Low Risk
5540,210,1.00,POS,Food,FR,7,0.28,0.08,0,<100,Not Fraud,0.18,Low Risk
6133,946,103.95,POS,Grocery,DE,14,0.14,0.06,0,100-499,Not Fraud,0.1,Low Risk
8060,183,62.84,Online,Electronics,UK,17,0.26,0.19,0,<100,Not Fraud,0.23,Low Risk
1877,42,99.70,QR,Food,TR,7,0.25,0.28,0,<100,Not Fraud,0.27,Low Risk
3425,245,81.34,POS,Clothing,US,16,0.10,0.11,0,<100,Not Fraud,0.1,Low Risk
3378,74,125.45,ATM,Electronics,US,12,0.14,0.02,0,100-499,Not Fraud,0.08,Low Risk
8014,185,1.00,ATM,Grocery,FR,16,0.19,0.03,0,<100,Not Fraud,0.11,Low Risk
1829,13,42.79,POS,Food,FR,11,0.24,0.18,0,<100,Not Fraud,0.21,Low Risk
42,647,154.12,POS,Food,US,6,0.03,0.13,0,100-499,Not Fraud,0.08,Low Risk
8341,105,192.82,QR,Electronics,FR,9,0.03,0.11,0,100-499,Not Fraud,0.07,Low Risk
8279,782,156.75,POS,Clothing,US,22,0.27,0.26,0,100-499,Not Fraud,0.26,Low Risk
4509,888,128.03,Online,Grocery,DE,13,0.23,0.11,0,100-499,Not Fraud,0.17,Low Risk
4310,984,71.05,POS,Food,DE,6,0.15,0.30,0,<100,Not Fraud,0.22,Low Risk
9966,339,22.17,Online,Travel,US,5,0.87,0.94,1,<100,Fraud,0.91,High Risk
2815,502,36.27,Online,Electronics,US,17,0.07,0.13,0,<100,Not Fraud,0.1,Low Risk
9064,509,119.32,ATM,Electronics,FR,18,0.22,0.25,0,100-499,Not Fraud,0.23,Low Risk
7443,404,95.23,ATM,Clothing,UK,8,0.21,0.26,0,<100,Not Fraud,0.24,Low Risk
5610,794,95.12,Online,Clothing,US,7,0.05,0.03,0,<100,Not Fraud,0.04,Low Risk
7190,282,48.62,QR,Travel,US,6,0.25,0.23,0,<100,Not Fraud,0.24,Low Risk
2132,52,103.00,Online,Food,TR,17,0.07,0.19,0,100-499,Not Fraud,0.13,Low Risk
1229,389,162.62,ATM,Clothing,UK,10,0.29,0.04,0,100-499,Not Fraud,0.17,Low Risk
5048,790,97.01,POS,Food,TR,23,0.15,0.06,0,<100,Not Fraud,0.1,Low Risk
5513,322,139.11,QR,Electronics,UK,6,0.12,0.13,0,100-499,Not Fraud,0.12,Low Risk
5397,402,111.89,Online,Food,DE,19,0.29,0.10,0,100-499,Not Fraud,0.19,Low Risk
655,692,137.70,ATM,Grocery,FR,22,0.29,0.25,0,100-499,Not Fraud,0.27,Low Risk
518,492,79.90,Online,Food,UK,11,0.29,0.16,0,<100,Not Fraud,0.22,Low Risk
5314,855,137.91,POS,Grocery,DE,11,0.26,0.23,0,100-499,Not Fraud,0.24,Low Risk
778,341,126.08,POS,Clothing,DE,10,0.06,0.12,0,100-499,Not Fraud,0.09,Low Risk
9378,177,1.00,Online,Clothing,UK,14,0.15,0.28,0,<100,Not Fraud,0.22,Low Risk
5286,62,170.85,QR,Electronics,UK,16,0.28,0.12,0,100-499,Not Fraud,0.2,Low Risk
5067,225,1.00,POS,Electronics,DE,14,0.08,0.20,0,<100,Not Fraud,0.14,Low Risk
3405,797,79.34,POS,Travel,UK,8,0.04,0.22,0,<100,Not Fraud,0.13,Low Risk
3583,880,131.00,POS,Electronics,DE,16,0.15,0.10,0,100-499,Not Fraud,0.13,Low Risk
8447,52,98.02,Online,Grocery,TR,11,0.04,0.25,0,<100,Not Fraud,0.14,Low Risk
5485,823,59.43,Online,Electronics,US,10,0.28,0.08,0,<100,Not Fraud,0.18,Low Risk
6979,689,162.21,ATM,Electronics,UK,19,0.19,0.05,0,100-499,Not Fraud,0.12,Low Risk
6683,964,169.16,Online,Grocery,FR,12,0.08,0.02,0,100-499,Not Fraud,0.05,Low Risk
9587,740,1343.71,Online,Travel,US,20,0.86,0.70,1,1000+,Fraud,0.78,High Risk
9474,661,119.43,POS,Food,UK,23,0.28,0.05,0,100-499,Not Fraud,0.16,Low Risk
5563,757,26.52,QR,Grocery,UK,17,0.06,0.24,0,<100,Not Fraud,0.15,Low Risk
6809,340,103.60,Online,Grocery,DE,6,0.05,0.25,0,100-499,Not Fraud,0.15,Low Risk
9069,435,35.98,QR,Food,DE,10,0.04,0.29,0,<100,Not Fraud,0.17,Low Risk
3459,729,78.87,ATM,Electronics,UK,18,0.10,0.29,0,<100,Not Fraud,0.19,Low Risk
8706,254,186.06,QR,Food,UK,14,0.00,0.29,0,100-499,Not Fraud,0.15,Low Risk
1421,480,99.56,POS,Travel,UK,18,0.03,0.11,0,<100,Not Fraud,0.07,Low Risk
156,465,100.13,QR,Food,TR,8,0.21,0.06,0,100-499,Not Fraud,0.13,Low Risk
1772,461,97.88,QR,Clothing,TR,8,0.12,0.13,0,<100,Not Fraud,0.12,Low Risk
7272,408,7.44,QR,Clothing,TR,8,0.09,0.10,0,<100,Not Fraud,0.1,Low Risk
3310,923,97.89,ATM,Food,US,19,0.00,0.17,0,<100,Not Fraud,0.08,Low Risk
1017,403,94.44,QR,Clothing,FR,16,0.16,0.14,0,<100,Not Fraud,0.15,Low Risk
3411,413,64.39,QR,Travel,UK,15,0.01,0.24,0,<100,Not Fraud,0.12,Low Risk
7929,484,106.81,Online,Clothing,TR,14,0.28,0.02,0,100-499,Not Fraud,0.15,Low Risk
1370,918,98.90,ATM,Travel,TR,6,0.03,0.07,0,<100,Not Fraud,0.05,Low Risk
1889,93,182.64,Online,Clothing,US,14,0.07,0.19,0,100-499,Not Fraud,0.13,Low Risk
9528,702,4603.12,QR,Grocery,US,9,0.75,0.74,1,1000+,Fraud,0.74,High Risk
4642,113,100.08,Online,Clothing,UK,14,0.11,0.29,0,100-499,Not Fraud,0.2,Low Risk
5832,885,49.69,POS,Grocery,DE,22,0.24,0.22,0,<100,Not Fraud,0.23,Low Risk
2584,752,122.16,ATM,Travel,TR,16,0.16,0.29,0,100-499,Not Fraud,0.22,Low Risk
9481,427,115.19,Online,Grocery,FR,6,0.25,0.11,0,100-499,Not Fraud,0.18,Low Risk
8409,19,52.46,Online,Clothing,DE,15,0.24,0.28,0,<100,Not Fraud,0.26,Low Risk
1304,68,96.74,ATM,Electronics,DE,6,0.02,0.27,0,<100,Not Fraud,0.15,Low Risk
7266,485,95.95,ATM,Travel,TR,10,0.16,0.12,0,<100,Not Fraud,0.14,Low Risk
5841,522,82.84,QR,Grocery,DE,18,0.02,0.16,0,<100,Not Fraud,0.09,Low Risk
2737,400,95.75,POS,Grocery,DE,14,0.18,0.08,0,<100,Not Fraud,0.13,Low Risk
9043,776,141.23,ATM,Travel,FR,14,0.20,0.03,0,100-499,Not Fraud,0.12,Low Risk
3128,868,176.12,QR,Clothing,FR,22,0.18,0.01,0,100-499,Not Fraud,0.1,Low Risk
7590,809,46.43,Online,Grocery,UK,8,0.07,0.07,0,<100,Not Fraud,0.07,Low Risk
8284,505,123.71,POS,Travel,DE,18,0.07,0.10,0,100-499,Not Fraud,0.09,Low Risk
6574,71,19.13,QR,Grocery,FR,14,0.05,0.18,0,<100,Not Fraud,0.11,Low Risk
5626,102,120.16,Online,Electronics,US,21,0.28,0.24,0,100-499,Not Fraud,0.26,Low Risk
9145,98,66.54,ATM,Travel,DE,21,0.24,0.28,0,<100,Not Fraud,0.26,Low Risk
808,550,175.74,QR,Food,FR,8,0.28,0.18,0,100-499,Not Fraud,0.23,Low Risk
1584,367,142.29,POS,Travel,DE,23,0.20,0.02,0,100-499,Not Fraud,0.11,Low Risk
3100,787,106.58,QR,Electronics,UK,19,0.12,0.22,0,100-499,Not Fraud,0.17,Low Risk
2510,987,51.54,QR,Travel,FR,12,0.02,0.23,0,<100,Not Fraud,0.12,Low Risk
9443,630,66.81,POS,Electronics,DE,23,0.29,0.26,0,<100,Not Fraud,0.27,Low Risk
6332,98,67.96,POS,Electronics,US,6,0.10,0.00,0,<100,Not Fraud,0.05,Low Risk
2046,144,138.17,ATM,Clothing,TR,22,0.12,0.20,0,100-499,Not Fraud,0.16,Low Risk
2296,406,3.65,QR,Grocery,FR,23,0.05,0.24,0,<100,Not Fraud,0.15,Low Risk
7306,233,63.55,QR,Clothing,UK,13,0.00,0.25,0,<100,Not Fraud,0.13,Low Risk
205,910,148.40,ATM,Food,UK,11,0.07,0.23,0,100-499,Not Fraud,0.15,Low Risk
216,400,107.56,ATM,Travel,FR,16,0.07,0.11,0,100-499,Not Fraud,0.09,Low Risk
5740,578,26.39,ATM,Clothing,DE,11,0.02,0.03,0,<100,Not Fraud,0.03,Low Risk
1084,133,184.59,QR,Food,FR,14,0.22,0.03,0,100-499,Not Fraud,0.12,Low Risk
1322,310,91.44,QR,Food,FR,12,0.27,0.03,0,<100,Not Fraud,0.15,Low Risk
4664,343,55.23,Online,Clothing,US,8,0.19,0.16,0,<100,Not Fraud,0.17,Low Risk
1670,991,118.41,POS,Electronics,TR,18,0.23,0.09,0,100-499,Not Fraud,0.16,Low Risk
308,355,89.84,POS,Food,TR,23,0.18,0.09,0,<100,Not Fraud,0.13,Low Risk
5615,320,79.49,POS,Travel,FR,14,0.17,0.26,0,<100,Not Fraud,0.21,Low Risk
493,14,60.68,ATM,Electronics,TR,22,0.04,0.04,0,<100,Not Fraud,0.04,Low Risk
230,724,164.79,POS,Electronics,TR,6,0.25,0.30,0,100-499,Not Fraud,0.27,Low Risk
718,614,22.31,Online,Clothing,US,16,0.12,0.00,0,<100,Not Fraud,0.06,Low Risk
2382,471,101.97,QR,Electronics,DE,15,0.13,0.18,0,100-499,Not Fraud,0.16,Low Risk
6919,278,22.88,QR,Travel,UK,18,0.13,0.09,0,<100,Not Fraud,0.11,Low Risk
7007,942,13.25,POS,Grocery,FR,23,0.27,0.14,0,<100,Not Fraud,0.2,Low Risk
8216,712,175.33,Online,Travel,UK,21,0.06,0.24,0,100-499,Not Fraud,0.15,Low Risk
5183,576,137.23,Online,Travel,US,10,0.17,0.18,0,100-499,Not Fraud,0.17,Low Risk
1480,667,87.09,ATM,Clothing,TR,23,0.04,0.05,0,<100,Not Fraud,0.04,Low Risk
9958,894,132.49,Online,Clothing,NG,8,0.94,0.93,1,100-499,Fraud,0.94,High Risk
540,698,145.40,ATM,Grocery,FR,16,0.02,0.12,0,100-499,Not Fraud,0.07,Low Risk
5105,250,140.67,Online,Clothing,DE,7,0.24,0.03,0,100-499,Not Fraud,0.14,Low Risk
7938,227,145.78,POS,Travel,DE,6,0.19,0.02,0,100-499,Not Fraud,0.1,Low Risk
3476,810,83.43,QR,Clothing,FR,18,0.29,0.24,0,<100,Not Fraud,0.26,Low Risk
2181,937,102.76,Online,Travel,FR,13,0.28,0.10,0,100-499,Not Fraud,0.19,Low Risk
5783,295,124.21,ATM,Grocery,DE,22,0.10,0.15,0,100-499,Not Fraud,0.13,Low Risk
4615,955,186.95,POS,Food,FR,19,0.25,0.14,0,100-499,Not Fraud,0.2,Low Risk
3522,89,102.28,ATM,Travel,DE,20,0.25,0.06,0,100-499,Not Fraud,0.15,Low Risk
3059,792,87.13,POS,Grocery,DE,15,0.14,0.24,0,<100,Not Fraud,0.19,Low Risk
3677,265,1.14,Online,Travel,UK,7,0.26,0.01,0,<100,Not Fraud,0.14,Low Risk
3374,952,131.13,Online,Travel,DE,6,0.12,0.24,0,100-499,Not Fraud,0.18,Low Risk
7894,480,113.90,Online,Grocery,US,21,0.14,0.27,0,100-499,Not Fraud,0.21,Low Risk
3052,897,108.79,POS,Travel,TR,7,0.10,0.05,0,100-499,Not Fraud,0.08,Low Risk
8408,970,127.87,POS,Food,TR,13,0.26,0.16,0,100-499,Not Fraud,0.21,Low Risk
389,719,6.93,POS,Clothing,US,14,0.11,0.17,0,<100,Not Fraud,0.14,Low Risk
3312,19,122.20,ATM,Clothing,FR,23,0.08,0.16,0,100-499,Not Fraud,0.12,Low Risk
8784,56,79.37,POS,Clothing,DE,11,0.12,0.04,0,<100,Not Fraud,0.08,Low Risk
4096,611,84.08,POS,Food,FR,7,0.12,0.22,0,<100,Not Fraud,0.17,Low Risk
1099,412,67.97,QR,Grocery,FR,20,0.18,0.19,0,<100,Not Fraud,0.18,Low Risk
5145,281,1.00,Online,Electronics,DE,23,0.25,0.05,0,<100,Not Fraud,0.15,Low Risk
8849,228,140.74,QR,Food,DE,15,0.15,0.21,0,100-499,Not Fraud,0.18,Low Risk
4304,934,149.19,Online,Grocery,FR,14,0.11,0.07,0,100-499,Not Fraud,0.09,Low Risk
8286,319,31.05,ATM,Food,DE,22,0.15,0.24,0,<100,Not Fraud,0.2,Low Risk
9071,224,26.87,Online,Electronics,TR,17,0.19,0.11,0,<100,Not Fraud,0.15,Low Risk
6817,385,107.95,QR,Clothing,DE,18,0.02,0.17,0,100-499,Not Fraud,0.09,Low Risk
9583,808,10.00,POS,Travel,TR,19,0.73,0.75,1,<100,Fraud,0.74,High Risk
7221,674,81.39,POS,Travel,US,6,0.09,0.16,0,<100,Not Fraud,0.13,Low Risk
9475,374,187.31,QR,Electronics,US,23,0.30,0.11,0,100-499,Not Fraud,0.2,Low Risk
4359,227,100.95,QR,Food,DE,11,0.12,0.20,0,100-499,Not Fraud,0.16,Low Risk
2047,64,158.71,QR,Electronics,DE,18,0.11,0.29,0,100-499,Not Fraud,0.2,Low Risk
3057,677,133.81,QR,Clothing,UK,8,0.24,0.04,0,100-499,Not Fraud,0.14,Low Risk
8779,970,132.71,QR,Food,US,6,0.25,0.00,0,100-499,Not Fraud,0.12,Low Risk
3812,527,91.92,POS,Grocery,DE,15,0.10,0.03,0,<100,Not Fraud,0.07,Low Risk
943,659,48.73,ATM,Food,FR,20,0.28,0.20,0,<100,Not Fraud,0.24,Low Risk
8098,83,191.69,Online,Clothing,US,14,0.13,0.14,0,100-499,Not Fraud,0.13,Low Risk
822,31,101.72,POS,Clothing,UK,19,0.03,0.16,0,100-499,Not Fraud,0.09,Low Risk
9231,186,108.36,POS,Grocery,DE,23,0.27,0.19,0,100-499,Not Fraud,0.23,Low Risk
3064,297,183.85,Online,Electronics,UK,17,0.08,0.27,0,100-499,Not Fraud,0.17,Low Risk
8984,104,17.42,ATM,Food,FR,21,0.09,0.10,0,<100,Not Fraud,0.09,Low Risk
8734,87,161.16,POS,Grocery,UK,21,0.09,0.26,0,100-499,Not Fraud,0.18,Low Risk
1776,991,87.13,POS,Clothing,US,18,0.30,0.00,0,<100,Not Fraud,0.15,Low Risk
8025,664,115.57,Online,Food,TR,22,0.15,0.26,0,100-499,Not Fraud,0.21,Low Risk
4552,409,68.58,QR,Food,UK,21,0.09,0.26,0,<100,Not Fraud,0.17,Low Risk
7913,820,126.67,POS,Food,US,10,0.26,0.00,0,100-499,Not Fraud,0.13,Low Risk
5542,902,180.92,ATM,Travel,UK,15,0.14,0.17,0,100-499,Not Fraud,0.15,Low Risk
6581,281,84.22,Online,Electronics,UK,19,0.04,0.19,0,<100,Not Fraud,0.12,Low Risk
162,849,114.65,ATM,Electronics,FR,9,0.08,0.29,0,100-499,Not Fraud,0.19,Low Risk
8442,583,140.32,Online,Electronics,FR,12,0.12,0.26,0,100-499,Not Fraud,0.19,Low Risk
8847,605,103.96,QR,Food,DE,9,0.14,0.05,0,100-499,Not Fraud,0.09,Low Risk
7986,155,58.38,ATM,Travel,DE,8,0.17,0.20,0,<100,Not Fraud,0.19,Low Risk
6645,232,114.70,QR,Grocery,UK,19,0.18,0.23,0,100-499,Not Fraud,0.2,Low Risk
8128,381,73.12,ATM,Grocery,UK,16,0.11,0.18,0,<100,Not Fraud,0.15,Low Risk
7720,157,72.18,POS,Electronics,DE,13,0.19,0.21,0,<100,Not Fraud,0.2,Low Risk
5530,370,77.32,QR,Grocery,FR,17,0.17,0.06,0,<100,Not Fraud,0.11,Low Risk
4667,119,77.55,POS,Food,DE,21,0.20,0.09,0,<100,Not Fraud,0.15,Low Risk
4495,491,69.95,POS,Electronics,US,20,0.22,0.29,0,<100,Not Fraud,0.26,Low Risk
2762,315,162.96,ATM,Clothing,US,23,0.16,0.07,0,100-499,Not Fraud,0.11,Low Risk
8332,818,146.41,ATM,Travel,UK,6,0.26,0.20,0,100-499,Not Fraud,0.23,Low Risk
9666,554,1513.83,QR,Food,UK,19,0.97,0.97,1,1000+,Fraud,0.97,High Risk
7597,135,9.78,QR,Clothing,FR,21,0.14,0.21,0,<100,Not Fraud,0.18,Low Risk
5679,403,154.53,ATM,Electronics,TR,13,0.04,0.29,0,100-499,Not Fraud,0.16,Low Risk
6444,252,137.83,Online,Travel,TR,18,0.03,0.05,0,100-499,Not Fraud,0.04,Low Risk
242,792,188.30,QR,Electronics,US,18,0.05,0.08,0,100-499,Not Fraud,0.06,Low Risk
5768,515,136.92,Online,Grocery,FR,11,0.21,0.21,0,100-499,Not Fraud,0.21,Low Risk
8061,663,146.70,ATM,Clothing,DE,10,0.26,0.25,0,100-499,Not Fraud,0.26,Low Risk
6739,322,75.03,Online,Clothing,DE,7,0.00,0.18,0,<100,Not Fraud,0.09,Low Risk
1353,975,176.58,POS,Food,FR,8,0.12,0.07,0,100-499,Not Fraud,0.1,Low Risk
8147,335,78.80,ATM,Clothing,UK,20,0.19,0.24,0,<100,Not Fraud,0.21,Low Risk
877,339,108.96,Online,Electronics,FR,10,0.21,0.17,0,100-499,Not Fraud,0.19,Low Risk
5321,560,192.84,Online,Food,TR,18,0.25,0.04,0,100-499,Not Fraud,0.15,Low Risk
9806,374,3842.81,ATM,Electronics,UK,13,0.80,0.75,1,1000+,Fraud,0.78,High Risk
276,897,101.69,POS,Food,UK,19,0.08,0.24,0,100-499,Not Fraud,0.16,Low Risk
3990,260,161.09,QR,Clothing,DE,21,0.23,0.13,0,100-499,Not Fraud,0.18,Low Risk
